"sentiment","score","negative","neutral","positive","id_user","name_user","id_tweet","text_tweet","date_tweet","nb_interactions","retweet_count","reply_count","like_count","quote_count"
"Neutral",0.76,0.020151919,0.7597053,0.2201428,53029114,"humanite_fr",1582068930486538241,"L'Humanité du mardi 18 octobre  2022 chez les marchands de journaux et dès ce soir 22h00 sur ordinateur. https://t.co/s4nZf9aIRA tablettes et smartphones avec nos applis IOS https://t.co/Nwm0294R1a et Android https://t.co/AzRCWA27t3 #greve18octobre https://t.co/EzCQMJu1ya","2022-10-17 20:00:01",52,23,0,29,0
"Negative",0.766,0.76628953,0.1185093,0.115201145,53029114,"humanite_fr",1582053830396588033,"#greve18octobre En pleine grève dans les raffineries, le pouvoir s’en remet au bon vouloir de #TotalEnergies dont les profits explosent, tout en décidant la réquisition des salariés grévistes. Mais que peut-il faire réellement ?  https://t.co/4XBd7oSIVJ","2022-10-17 19:00:00",18,6,1,11,0
"Negative",0.514,0.51418525,0.22358888,0.26222584,53029114,"humanite_fr",1582038736719618048,"#Greve18Octobre « Le coût de la vie augmente et le peuple ne tient pas ! » « La lutte continue dans les entreprises et dans la rue ! » Des slogans qu’on a pu entendre, samedi, à Porto et Lisbonne, mais qui résonnent partout en #UE. 
#salaire 
https://t.co/VCtM7Jxq9y","2022-10-17 18:00:02",24,8,0,16,0
"Negative",0.489,0.48915443,0.2537057,0.25713986,53029114,"humanite_fr",1582030382828253185,"⚡️ Chronique |  Retrouvez la chronique de Bolchegeek  ! Qui a tué HBO ? 
Dans POPulaire, Bolchegeek revient revient sur l'histoire de la chaîne #HBO qui a révolutionné la série télé. #TheWire #série #media #chronique 
https://t.co/KYsJ32Kg1R","2022-10-17 17:26:50",11,4,0,7,0
"Negative",0.541,0.5407053,0.2279831,0.23131166,53029114,"humanite_fr",1582023629591613440,"Beate et Serge #Klarsfeld fondateurs de l’association Fils et filles de déportés juifs de France, ont reçu, jeudi 13 octobre, la médaille de la ville de Perpignan  des mains du maire #RN Louis Aliot qu’ils ont pourtant toujours combattu.  
#extremedroite 
https://t.co/GIybZVOSH2","2022-10-17 17:00:00",21,8,3,9,1
"Negative",0.603,0.6028925,0.20360933,0.1934982,53029114,"humanite_fr",1582018563266596865,"En pleine mobilisation dans les raffineries, l’État s’en remet au bon vouloir de #Total, tout en décidant la réquisition des salariés grévistes. Mais que peut-il faire réellement ? Les réponses des économistes  @LiemHoangNgoc et Nasser Mansouri-Guilani : https://t.co/4XBd7oSIVJ","2022-10-17 16:39:52",48,22,0,25,1
"Positive",0.461,0.39630136,0.14283699,0.46086162,53029114,"humanite_fr",1582008535428259841,"#Laicite Le ministère #EducationNationale vient de publier le nombre de signalements concernant les atteintes à la laïcité en milieu scolaire. 2 ans après l’assassinat #SamuelPaty, l’analyse de ces chiffres est plutôt encourageante. https://t.co/mrj9EaMH0u","2022-10-17 16:00:01",10,6,0,4,0
"Negative",0.813,0.81293035,0.12433004,0.06273963,53029114,"humanite_fr",1581993429734596608,"#EtatsUnis 200 #Starbucks où les salariés sont désormais syndiqués.
Comme dans tout le pays, une nouvelle génération de « baristas » impose le fait syndical au sein de  la multinationale. Reportage dans les banlieues de Washington. 
https://t.co/gRpf9lm3ak","2022-10-17 15:00:00",11,5,0,6,0
"Positive",0.711,0.06908646,0.22002849,0.71088505,53029114,"humanite_fr",1581978338582831107,"#Solidarité L’année 2022 marque le 30e anniversaire de la reconnaissance par #ONU de la Journée internationale du refus de la #misere @ATDQMInt 
https://t.co/Y3qHVF1vz1","2022-10-17 14:00:02",10,5,0,5,0
"Neutral",0.42,0.28998676,0.42033416,0.28967908,53029114,"humanite_fr",1581963243886710784,"L'œil de @bobika_cool   
#DessinDePresse #Dessindujour #SMIC #Wauquiez #Politique  
https://t.co/IIkWOLDe9M https://t.co/hYOJF48gD8","2022-10-17 13:00:03",43,15,0,28,0
"Negative",0.861,0.8606246,0.08762261,0.0517527,53029114,"humanite_fr",1581948142609580032,"La France persiste à occulter le crime d’État perpétré le 
#17octobre61 contre des manifestants algériens. Un appel unitaire à manifester à Paris, ce lundi, exige vérité et justice. 
Rendez-vous sur le pont Saint-Michel, à Paris à 18H https://t.co/YjAgH4nDsz","2022-10-17 12:00:03",57,29,0,28,0
"Neutral",0.412,0.20994033,0.41233134,0.3777283,53029114,"humanite_fr",1581933036777652224,"#PLF2023 Lors de la 1ere semaine d’examen du projet de loi de finances, de nombreux amendements ont été adoptés, souvent contre l’avis du gouvernement. Mais ce dernier pourrait, en cas de 49-3, n’en retenir que ce qu’il veut. #ElisabethBorne 
https://t.co/sjmXyr98Xz","2022-10-17 11:00:01",8,4,0,4,0
"Negative",0.909,0.9086659,0.052056633,0.03927743,53029114,"humanite_fr",1581917935597240320,"#COVID19  Depuis un mois, les contaminations ne cessent d’augmenter, de même que les hospitalisations. Pour autant, les mesures sanitaires restent quasi inexistantes. À la grande déception des associations de malades et de personnes à risques. 
https://t.co/R1mgSn3hiY","2022-10-17 10:00:01",13,7,0,6,0
"Negative",0.922,0.9224464,0.05051097,0.027042577,53029114,"humanite_fr",1581902838052945920,"#Zemmour 2 ans après l'assassinat #SamuelPaty , l’ex candidat de Reconquête #Zemmour a utilisé le second anniversaire de ce drame pour organiser un véritable meeting politique au square qui porte le nom du professeur tué en 2020. #extremedroite 
https://t.co/vqNyLPltPu","2022-10-17 09:00:01",10,5,3,2,0
"Negative",0.651,0.65060884,0.1811054,0.16828576,53029114,"humanite_fr",1581887732787253249,"#greve18octobre « taper le patronat au portefeuille »
Alors que la mobilisation se poursuit dans les raffineries #TotalEnergies, les salariés de l’industrie, de la chimie ou encore les cheminots se préparent pour la grève de mardi. 
https://t.co/D0I6yP0qxD","2022-10-17 08:00:00",53,17,10,26,0
"Negative",0.845,0.8451903,0.0723728,0.08243691,53029114,"humanite_fr",1581742904518725632,"#Marchedu16octobre Beaucoup y voient le 1er acte d’une semaine décisive dans la riposte face au gouvernement.
« Les gens ne supportent plus l'idée que les inégalités puissent s'accroitre indéfiniment avec un #cac40 arrogant.» @faureolivier 
https://t.co/ukCiHqROc2 https://t.co/ihm3dwdl8Z","2022-10-16 22:24:30",170,48,27,95,0
"Negative",0.888,0.8875981,0.076614,0.035787843,53029114,"humanite_fr",1581741308233670656,"#marche16octobre contre la vie chère a rassemblé 140 000 personnes, selon #Nupes, à Paris. 
@IanBrossat #PCF « Je pense qu'il y a une grande colère sociale qui est en train de monter ! »
#pouvoirdachat #greve #salaire
Vidéo complète ici: https://t.co/ukCiHqROc2 https://t.co/dbA3RbuCHh","2022-10-16 22:18:09",152,26,55,66,5
"Positive",0.913,0.025584223,0.0618773,0.9125384,53029114,"humanite_fr",1581706138302615553,"La #Marchedu16octobre à l’appel de #Nupes est un succès : il y a de la conjonction et de la convergence dans l’air ! Et nous ne pouvons que souhaiter l’élargissement vers une mobilisation générale pour obtenir une hausse des #salaires. 
Edito à lire ici: https://t.co/jJoFQQtOOv","2022-10-16 19:58:24",64,19,3,42,0
"Neutral",0.771,0.020149011,0.7708598,0.20899121,53029114,"humanite_fr",1581697886001061888,"L'Humanité du lundi 17 octobre  2022 chez les marchands de journaux et dès ce soir 22h00 sur ordinateur. https://t.co/s4nZf9aIRA tablettes et smartphones avec nos applis IOS https://t.co/Nwm0294R1a et Android https://t.co/AzRCWA27t3 #Marchedu16octobre #nupes #Bastille https://t.co/baBvsRFO40","2022-10-16 19:25:37",144,52,13,78,1
"Positive",0.575,0.1966987,0.2283598,0.5749415,53029114,"humanite_fr",1581621687061479424,"#marche16octobre Rencontre avec 
@fabien_gay, sénateur et directeur de l'Humanité qui nous explique pourquoi il est important de se mobiliser dans cette période d'inflation et d'augmentation générale des prix qui pèsent lourd surtout sur les + précaires. #nupes #pouvoirdachat https://t.co/a65aijHssF","2022-10-16 14:22:49",282,90,17,175,0
"Negative",0.588,0.58781075,0.21310441,0.19908479,53029114,"humanite_fr",1581608178038452225,"⚡️ Chronique |  Retrouvez la chronique de @Bolchegeek  ! Qui a tué HBO ? 
Dans POPulaire, Bolchegeek revient revient sur l'histoire de la chaîne #HBO qui a révolutionné la série télé.
https://t.co/J7uoO1nPJo https://t.co/v2d2aaqZSU","2022-10-16 13:29:09",92,27,0,62,3
"Negative",0.935,0.93461263,0.044637367,0.020750081,53029114,"humanite_fr",1581600844515921921,"Image de la semaine de Babouse 
#DessinDePresse #Dessindujour #Bresil #fascisme #extremedroite #Bolsonaro #Russie
https://t.co/IIkWOLlCLc https://t.co/MWiyhzW1zI","2022-10-16 13:00:00",26,11,0,15,0
"Positive",0.73,0.050978914,0.21857563,0.73044544,53029114,"humanite_fr",1517473295746097159,"Mercredi, les députés #Finlande ont commencé à débattre de l’adhésion à #OTAN Une majorité de la population soutient désormais cette option. 
https://t.co/RBYCFy5O82","2022-04-22 14:00:01",9,4,1,4,0
"Positive",0.392,0.3566892,0.25094432,0.39236653,53029114,"humanite_fr",1581253564571303937,"#marche16octobre #greve18octobre Il y a 1001 raisons pour les salariés, les citoyens, de se mobiliser dans les jours qui viennent. La 1ère d’entre elles est ce que d’aucuns appellent la vie chère, que l’on pourrait même appeler la mal-vie. #pouvoirdachat
https://t.co/8n9AVlNuuc","2022-10-15 14:00:02",23,11,0,12,0
"Negative",0.709,0.7088169,0.1859617,0.10522139,53029114,"humanite_fr",1581238456046559232,"Image de la semaine de Besse 
#DessinDePresse #Dessindujour #Ukraine #Russie #Poutine   
https://t.co/IIkWOLDe9M https://t.co/HUx7xDori6","2022-10-15 13:00:00",67,15,6,46,0
"Negative",0.679,0.67908806,0.12304148,0.1978704,53029114,"humanite_fr",1581223357093060609,"#Ukraine L’engrenage militaire en Ukraine connaît une nouvelle phase avec la défense anti-aérienne. Prônée par le président ukrainien, la plupart des pays occidentaux dont la France ont répondu favorablement. Inquiétant. 
https://t.co/PDjqTPpKUR","2022-10-15 12:00:00",19,10,2,5,2
"Negative",0.4,0.40043026,0.31774992,0.28181982,53029114,"humanite_fr",1581193164198641664,"#extremedroite Dans 10 des 27 pays #UE l’extrême droite a accédé au pouvoir ou a participé à des coalitions parlementaires avec la droite voire, comme en Slovaquie, avec les socialistes. 
https://t.co/aDXFrVFAcv","2022-10-15 10:00:02",20,9,0,11,0
"Positive",0.857,0.034474764,0.10841384,0.85711145,53029114,"humanite_fr",1581147863228321793,"La situation de notre groupe nous amène à faire appel à nouveau à votre solidarité. Pour qu’en 2023, nous puissions continuer à multiplier les nouveaux projets, refusant le soutien des puissances de l’argent, c’est à vous que nous nous adressons. 
https://t.co/Wu8SH5BKOi https://t.co/At6ZCPmIBO","2022-10-15 07:00:01",133,54,10,66,3
"Negative",0.75,0.7497677,0.1997049,0.050527338,53029114,"humanite_fr",1581029408894496769,"#penuriedecarburant Ce vendredi à 13 heures, 28,5% des stations services françaises étaient en rupture d'au moins un #carburant, indique la ministre de la Transition énergétique. Ce chiffre est en léger recul par rapport à jeudi. https://t.co/kWdR7EMWoK","2022-10-14 23:09:19",10,4,1,5,0
"Negative",0.379,0.3791919,0.3052783,0.31552976,53029114,"humanite_fr",1581029047122857987,""" #TotalEnergies n'a jamais promis 7% d'augmentation, c'est de la com' !""
Eric Sellini, coordinateur #CGT chez Total, nous explique pourquoi, selon lui, l'accord signé dans le groupe par la CFDT et la CFE-CGC, est une mystification.
https://t.co/kWdR7F3ZqK","2022-10-14 23:07:53",84,36,5,42,1
"Negative",0.942,0.94205874,0.035138264,0.022803018,53029114,"humanite_fr",1581028644083769344,"Le tribunal administratif de Lille a rejeté la requête en référé-liberté déposée par la #CGT, qui contestait la légalité de la réquisition. L'avocate du syndicat dénonce une ""décision politique"".
https://t.co/kWdR7F3ZqK","2022-10-14 23:06:17",9,4,1,4,0
"Negative",0.814,0.81387967,0.105364054,0.08075625,53029114,"humanite_fr",1581028278290198528,"Sur BFM TV, Sophie Binet, dirigeante confédérale #CGT, estime que nous faisons face à « un déclassement salarial massif », sur fond de dividendes records. « Il faut un Grenelle #salaires, assure-t-elle. 
https://t.co/kWdR7F3ZqK","2022-10-14 23:04:50",28,11,1,16,0
"Positive",0.912,0.02487711,0.063099034,0.9120238,53029114,"humanite_fr",1580981770219966464,"#Rugby Un 1er match de rodage victorieux pour le XV de France face à l’Afrique du Sud, pour démarrer la Coupe du Monde, avant de retrouver samedi son meilleur ennemi : l’Angleterre. Une rencontre très attendue par les 2 nations compte tenu de leur histoire https://t.co/hFIxt9DGL6","2022-10-14 20:00:01",5,3,0,2,0
"Negative",0.94,0.9401674,0.0336913,0.026141362,53029114,"humanite_fr",1580966663633088531,"Les salariés de la raffinerie Esso-#ExxonMobil de Seine-Maritime ont reconduit une nouvelle fois la grève, jeudi. Mais le mouvement, qui dure depuis 3 semaines et se trouve fragilisé par les réquisitions ordonnées par le gouvernement, commence à faiblir. 
https://t.co/umbBfkn9Xg","2022-10-14 19:00:00",24,11,0,13,0
"Positive",0.459,0.21194603,0.3289769,0.45907712,53029114,"humanite_fr",1580951573416407040,"#Italie Ignazio La Russa a commencé sa vie militante dans les milieux néofascistes et a été élu à la tête de la Chambre haute. Il a joué un rôle déterminant dans la fondation de Frères d’Italie, le parti de la future première ministre, #GiorgiaMeloni 
https://t.co/I5yI3CEuS4","2022-10-14 18:00:02",9,5,1,2,1
"Negative",0.426,0.4261485,0.2866322,0.28721926,53029114,"humanite_fr",1580947150636453888,"La poste britannique a prétexté l’impact du mouvement social de ses salariés sur l’entreprise pour annoncer au moins 6 000 licenciements. Le gouvernement, lui, change de ministre des Finances. #royalmail https://t.co/mOonzeuxbt","2022-10-14 17:42:27",18,10,0,8,0
"Negative",0.502,0.5019316,0.32778066,0.17028768,53029114,"humanite_fr",1580943374332612609,"Témoignages : pourquoi ils défileront « contre la vie chère », lors de la manifestation organisée par la Nupes ce #16octobre à Paris #marche16octobre #MarcheContreLaVieChere : https://t.co/7EST96RXT0","2022-10-14 17:27:27",20,8,3,8,1
"Positive",0.604,0.1315997,0.26461396,0.60378635,53029114,"humanite_fr",1580941087627431936,"""La plus grande pièce de théâtre jamais organisée chez Total."" Thierry Defresne, secrétaire CGT du comité européen #TotalEnergies, réagit à l'accord salarial trouvé entre le géant énergétique et les syndicats CFDT et CFE-CGC. Notre suivi en direct : https://t.co/kWdR7EMWoK","2022-10-14 17:18:22",6,3,0,3,0
"Negative",0.423,0.4228668,0.22812948,0.34900373,53029114,"humanite_fr",1580936476883156994,"#Espagne La ministre de l'écologie a indiqué ne pas voir d’améliorations après les négociations visant à réformer le traité sur la charte #energie. En gros, l’Espagne va se retirer du TCE. Ce texte protège les investisseurs dans les énergies fossiles. https://t.co/cqxftq2u3J","2022-10-14 17:00:03",22,11,0,11,0
"Negative",0.744,0.74355245,0.19040367,0.06604381,53029114,"humanite_fr",1580934483288543232,"« Pourquoi nous appelons à généraliser le mouvement » : notre entretien avec Philippe Martinez, le secrétaire général de la CGT #Salaires #TotalEnergies #Greve18Octobre https://t.co/BGwdqGp0te","2022-10-14 16:52:07",76,27,9,39,1
"Negative",0.941,0.9412389,0.041456647,0.01730452,53029114,"humanite_fr",1580921369876905991,"#OmarRaddad La commission d’instruction de la cour de révision a rejeté, jeudi 13 octobre, la requête formulée par la défense de l’ex-jardinier marocain, condamné il y a 28 ans pour le meurtre de Ghislaine Marchal. https://t.co/fyHWB7Ulqt","2022-10-14 16:00:01",22,8,1,13,0
"Positive",0.475,0.1999265,0.3248388,0.47523475,53029114,"humanite_fr",1580909390831702017,"La @cgtexxonmobil annonce son intention de faire appel de la décision du tribunal administratif de Rouen qui a confirmé ce vendredi la réquisition de salariés grévistes de la raffinerie de Notre-Dame-de-Gravenchon. Notre suivi en direct : https://t.co/tQmbvnQKBz","2022-10-14 15:12:25",13,8,0,4,1
"Negative",0.92,0.9200986,0.058929805,0.020971684,53029114,"humanite_fr",1580906267396042753,"Selon le Baromètre de l’Éducation des @AAuteuil : 74% des jeunes estiment que l’école est un lieu propice à l’expression des violences et 29% ne s’y sentent pas en sécurité. L’institution scolaire est perçue comme violente par 81% de leurs parents. https://t.co/o4NX2vfQNx","2022-10-14 15:00:00",19,12,0,6,1
"Positive",0.405,0.28265294,0.31220144,0.40514562,53029114,"humanite_fr",1580898048183451648,"#Nupes veut taxer #SuperProfits réalisés par certaines entreprises durant les crises. Des amendements sont déposés à l’occasion de l’examen du budget #PLF2023 entamé dans l’Hémicycle le 10 octobre, tandis que l’opération référendum est lancée. 
https://t.co/wwGo732yHF","2022-10-14 14:27:21",13,7,0,6,0
"Neutral",0.434,0.24177003,0.43369228,0.32453766,53029114,"humanite_fr",1580891174474170368,"#TalentsCNRS Jean Claude Ameisen, l’auteur de l’émission de vulgarisation #sciences ""Sur les épaules de Darwin"", qui rassemblait 1,5 million d’auditeurs chaque samedi vient de se voir décerner, par le #CNRS le prix spécial de la médiation scientifique. 
https://t.co/pe1IARJXbQ","2022-10-14 14:00:02",24,9,1,13,1
"Negative",0.93,0.9297185,0.03853642,0.031745147,53029114,"humanite_fr",1580882993203515393,"La justice rejette le recours de la #CGT contre les réquisitions à la raffinerie de Port-Jérôme-Gravenchon. «On est dégoûtés», réagit à chaud, auprès de @humanite_fr, Germinal Lancelin, de la CGT chimie. Notre suivi en direct : https://t.co/tQmbvnQKBz","2022-10-14 13:27:31",30,15,1,14,0
"Positive",0.428,0.16027318,0.41165957,0.42806727,53029114,"humanite_fr",1580876066649948165,"L'œil de Soph'  
#DessinDePresse #Dessindujour #publicité  #energie #climat @sbrooph       
https://t.co/IIkWOLDe9M https://t.co/OnLmjQSSLH","2022-10-14 13:00:00",22,8,0,14,0
"Positive",0.524,0.2330862,0.2425436,0.52437025,53029114,"humanite_fr",1580860970989076481,"#PLFSS #Santé Alors que le budget de la Sécurité sociale est en débat, les futurs médecins manifestent pour exiger le non-allongement du cursus que le gouvernement voudrait les voir exercer dans les déserts médicaux. https://t.co/sorvC4F6u3","2022-10-14 12:00:01",21,11,1,9,0
"Negative",0.926,0.9259908,0.040246647,0.03376255,53029114,"humanite_fr",1580846884255858689,"#Requisitions Le tribunal administratif de Rouen inflige ce vendredi un sérieux revers à la #CGT, qui avait contesté en référé les réquisitions de salariés grévistes de la raffinerie Esso-ExxonMobil. https://t.co/tQmbvnQKBz","2022-10-14 11:04:02",20,10,1,7,2
"Negative",0.873,0.87311065,0.06505316,0.061836153,53029114,"humanite_fr",1580846037866283009,"🔴Direct #raffineries  Cela fait 3 semaines que #greve a débuté. Les grévistes réclament des augmentations #salaire. Malgré les tentatives de division le mouvement se poursuit et la journée s'annonce décisive. 
Retrouvez nos infos sur le conflit ici: https://t.co/tQmbvnQKBz","2022-10-14 11:00:40",38,11,4,23,0
"Negative",0.9,0.900058,0.072958216,0.026983798,53029114,"humanite_fr",1580845876943024130,"#football #FFF Le président de la Fédération française est mis en cause par une enquête de Radio France. Plusieurs femmes l’y accusent de comportements inappropriés. #LeGraet 
https://t.co/1BwD395Hdj","2022-10-14 11:00:02",18,10,0,8,0
"Positive",0.394,0.37656206,0.22932033,0.39411765,53029114,"humanite_fr",1580830774672216064,"#Marche16Octobre La manifestation organisée par #Nupes a lieu à Paris. Alors que les #greves s’amplifient et que le gouvernement essuie des revers à l’Assemblée, les participants marcheront pour l’augmentation des #salaires, mais aussi contre les réformes.
https://t.co/7EST96Rq3s","2022-10-14 10:00:01",23,9,1,13,0
"Negative",0.362,0.36180985,0.3175459,0.32064423,53029114,"humanite_fr",1580815672422039552,"Raffineries Le secrétaire général de la CGT, Philippe Martinez, revient sur les revendications et les mobilisations des salariés du secteur. Il appelle à élargir le mouvement de contestation.
https://t.co/9ZOPxz6dx7","2022-10-14 09:00:01",52,19,8,24,1
"Negative",0.808,0.80815244,0.07790193,0.11394561,53029114,"humanite_fr",1580800578585772032,"Editorial | Dans la période actuelle, la grève des travailleurs #Exxon et #totalenergies, est exemplaire. Alors que le gouvernement a refusé d’augmenter #Smic, l’inflation pese sur une majorité de Français... 
La suite à lire ici: https://t.co/dC79K51yTE","2022-10-14 08:00:02",51,19,3,27,2
"Positive",0.712,0.09326088,0.19456746,0.71217173,53029114,"humanite_fr",1580634475305656320,"Retrouvez dimanche à 12h la 2ème chronique de @Bolchegeek  Qui a tué HBO ? 
Dans POPulaire, Benjamin revient  pour l'Huma décrypter notre monde à travers la culture populaire. Pour celle-ci, il revient sur l'histoire de #HBO qui a révolutionné la série. 
https://t.co/jRb3FgxsBa https://t.co/e62T50b7Qd","2022-10-13 21:00:00",65,17,0,46,2
"Neutral",0.782,0.014401994,0.7822336,0.2033644,53029114,"humanite_fr",1580611934105137153,"L' Humanité du vendredi 14 octobre  2022 chez les marchands de journaux et dès ce soir 22h00 sur ordinateur. https://t.co/s4nZf9aIRA tablettes et smartphones avec nos applis IOS https://t.co/Nwm0294R1a et Android https://t.co/AzRCWA27t3 https://t.co/0QHkeBjldp","2022-10-13 19:30:26",84,28,6,49,1
"Negative",0.732,0.7323492,0.13208547,0.1355653,53029114,"humanite_fr",1580604280532357120,"Affaires #Kohler et #DupontMoretti, #LREM est  rattrapée par les conflits d’intérêt. Dans cet épisode de « La tête dans le flux », @Caddeo_Cyprien décrypte les contorsions médiatiques du gouvernement pour justifier le maintien en poste des 2 hommes. 
https://t.co/ktjEMTdwTh https://t.co/2d2XsJoOAR","2022-10-13 19:00:01",45,22,0,22,1
"Positive",0.477,0.18179199,0.34162137,0.4765866,53029114,"humanite_fr",1580589184472924160,"[En accès libre] Le gouvernement passera en force «si la situation devait l’exiger», a annoncé Véran. Ce texte, qui fixe les orientations budgétaires de l’État et de la Sécurité sociale pour les prochaines années, a vu 7 articles rejetés dans l’Hémicycle. https://t.co/dwVPPnKRDo","2022-10-13 18:00:02",15,8,1,6,0
"Negative",0.945,0.94512486,0.039016288,0.015858859,53029114,"humanite_fr",1580574086773628929,"#TotalEnergies Selon l’Organisation internationale du travail, le recours aux réquisitions de salariés des dépôts #carburant porte atteinte au droit de #Grève. 
https://t.co/ZNrIIvHxg3","2022-10-13 17:00:02",19,8,2,9,0
"Negative",0.565,0.56532675,0.27045915,0.16421412,53029114,"humanite_fr",1580558982229491712,"🌏#Climat #COP15 Le bulletin de santé de #biodiversité mondiale vient de paraître et il est alarmant. Publié par le @WWF le rapport « Planète vivante » conclut que, « entre 1970 et 2018, le déclin moyen des populations de vertébrés est de 69 % ». 
https://t.co/wOjnkNTGlQ","2022-10-13 16:00:01",9,6,0,3,0
"Positive",0.496,0.18962541,0.31460425,0.49577036,53029114,"humanite_fr",1580551427973431297,"#Darkstore Bientôt, il n’en restera plus qu’une. Le secteur du quick commerce – ces entreprises qui vous promettent de livrer vos courses d’épicerie en moins de 20 min – s’approche de l’épilogue, et c’est au tour de Gorillas d’être dans la tourmente. 
https://t.co/1Zbgx8h7uM","2022-10-13 15:30:00",19,10,2,7,0
"Negative",0.811,0.81086516,0.098292135,0.09084274,53029114,"humanite_fr",1580543891241144321,"#Perou Le Parlement, où la droite règne en maître, examinera ces prochains jours le recours constitutionnel déposé par la justice contre le chef de l’État. La gauche dénonce une cabale politique après 2 tentatives de destitution. 
https://t.co/kWHKvAf7r1","2022-10-13 15:00:03",6,4,0,2,0
"Negative",0.959,0.959153,0.026332133,0.014514911,53029114,"humanite_fr",1580528780635820032,"[En accès libre] 
 #ViolencesPolicieres Depuis 4 ans, Marc Ball filme les adolescents du 12e Paris, victimes de contrôles abusifs et illégaux. Malgré un procès et la condamnation de l’État, la violence qu’ils subissent est toujours là. @T_H_O_D  #police https://t.co/PAg8JHzWD4","2022-10-13 14:00:00",16,8,0,8,0
"Negative",0.465,0.46464485,0.3544918,0.18086334,53029114,"humanite_fr",1580513681258979329,"L'œil de Jul'  
#DessinDePresse #Dessindujour #Russie #Poutine #TotalEnergies #Iran     
https://t.co/IIkWOLDe9M https://t.co/dN9kItZxY8","2022-10-13 13:00:00",15,6,0,9,0
"Negative",0.789,0.78903913,0.09769953,0.113261305,53029114,"humanite_fr",1580506130253549568,"Au diable les sanctions #UE ! Les importations #carburant #Russie ont bondi ces 2 dernières semaines pour compenser le déficit de production lié au mouvement social dans les raffineries. 
https://t.co/g4AQTxJdqb","2022-10-13 12:30:00",34,20,1,12,1
"Negative",0.805,0.80548507,0.08685082,0.10766414,53029114,"humanite_fr",1580498590023270401,"#carburant #Macron a promis un retour à la normale la semaine prochaine qualifiant #CGT de jusqu’au-boutiste voulant bloquer le pays. Il a assuré ne pas vouloir interférer dans le dialogue social. Notons qu'il a moins de scrupule quand il s’agit de #UNEDIC
https://t.co/05O599FSxp","2022-10-13 12:00:02",35,14,1,20,0
"Positive",0.545,0.0626182,0.3922136,0.54516816,53029114,"humanite_fr",1580483490713243648,"#carburant #TotalEnergies Du #PCF à #LFI en passant par #EELV et le PS, toutes les composantes de la Nupes soutiennent les débrayages en cours et appellent à intensifier le mouvement. 
https://t.co/Xn4UVih8cD","2022-10-13 11:00:02",31,11,2,18,0
"Negative",0.528,0.52829885,0.23002099,0.24168013,53029114,"humanite_fr",1580468382830247936,"#Carburant. « Évidemment que le but recherché n’est pas de créer des #penuries »
Alors que le gouvernement choisit l’escalade en annonçant la réquisition des salariés #ExxonMobil, l’Humanité est allée à la rencontre des grévistes de #TotalEnergies #Esso https://t.co/vJvlZgltqz","2022-10-13 10:00:00",47,20,2,25,0
"Positive",0.56,0.11913213,0.32116997,0.5596979,53029114,"humanite_fr",1580453284724219904,"Editorial | #carburant #TotalEnergies Droit dans ses bottes, le gouvernement a décidé d'ordonner la réquisition des salariés des raffineries, l’exécutif envoie valdinguer le droit constitutionnel des travailleurs ... 
Edito à lire ici: https://t.co/WVarG2igVI","2022-10-13 09:00:01",56,23,5,28,0
"Neutral",0.68,0.016557317,0.67978287,0.3036599,53029114,"humanite_fr",1580438183619305472,"Le nouveau numéro de l’Humanité Magazine est à retrouver chez les marchands de journaux ou sur notre kiosque numérique : https://t.co/gDg6AhYAgA
Vous pouvez également y accéder via notre application ( Iphone https://t.co/Nwm028Ng9C et Android https://t.co/AzRCWAjIRD ) https://t.co/n4NWeGmlJI","2022-10-13 08:00:00",45,18,1,26,0
"Negative",0.679,0.67900276,0.19622058,0.1247767,53029114,"humanite_fr",1580303891366674433,"À l’occasion d’une émission télévisée sur France 2 #Levenement mercredi soir, #Macron est revenu longuement sur les grandes crises internationales et le risque que fait peser la guerre #Ukraine️ pour l’Europe. #Russie #Poutine #nucleaire #Energie
https://t.co/crHQ1i6ukE","2022-10-12 23:06:22",15,10,1,4,0
"Positive",0.815,0.032065913,0.15292887,0.81500524,53029114,"humanite_fr",1580272089134731265,"🔴 Souscription | 
« L’indépendance a un coût, nous avons besoin de vous »
Pour qu’en 2023, nous puissions continuer à multiplier les nouveaux projets, refusant le soutien des puissances de l’argent, c’est à vous que nous nous adressons.
https://t.co/Wu8SH5BKOi https://t.co/AVUMCEQdeA","2022-10-12 21:00:00",58,28,0,27,3
"Neutral",0.737,0.029592955,0.7372669,0.2331402,53029114,"humanite_fr",1580256990743363602,"L'Humanité du jeudi 13 octobre  2022 chez les marchands de journaux et dès ce soir 22h00 sur ordinateur. https://t.co/s4nZf9skga tablettes et smartphones avec nos applis IOS https://t.co/Nwm028Ng9C et Android https://t.co/AzRCWAjIRD #TotalEnergies #carburant #greve https://t.co/LivE6LfHiZ","2022-10-12 20:00:01",48,20,0,27,1
"Positive",0.528,0.17472745,0.29734915,0.5279234,53029114,"humanite_fr",1580244303242153984,"#16octobre organisations de jeunesse des partis de gauche et écologistes et mouvements lycéens ont lancé l’appel « Nous ne serons pas la génération sacrifiée », à lire ici : https://t.co/EgNZYJ3Ck4","2022-10-12 19:09:36",15,5,0,9,1
