"sentiment","score","negative","neutral","positive","id_user","name_user","id_tweet","text_tweet","date_tweet","nb_interactions","retweet_count","reply_count","like_count","quote_count"
"Neutral",0.536,0.048340917,0.5360572,0.41560188,26110930,"LCI",1599169400611000329,"#Mondial2022 : le #Brésil a utilisé le numéro ""24"" pour la 1ère fois et ce n’est pas anodin

📱 Suivez toute l'actu de la coupe du monde de football avec l'appli gratuite TF1info en la téléchargeant ➡ https://t.co/oEcLFyByIF

⚽ #FIFAWorldCup #Qatar2022

https://t.co/V1uIFw5hjy https://t.co/Lnvpi5ajdV","2022-12-03 23:31:10",8,1,1,6,0
"Negative",0.887,0.88708967,0.07687767,0.036032744,26110930,"LCI",1599165531344576518,"VIDÉO - #ÉtatsUnis : le ""miraculé de #Thanksgiving"" raconte sa terrible nuit en mer https://t.co/DIkf1VTU7g https://t.co/TzMpHiDa0z","2022-12-03 23:15:48",15,3,1,11,0
"Negative",0.553,0.5534995,0.21045844,0.23604205,26110930,"LCI",1599161962604232704,"#Ukraine : les autorités appellent la population à ""tenir"" face aux coupures régulières de courant https://t.co/imNoY8q72K https://t.co/HPMx8nhmit","2022-12-03 23:01:37",47,12,10,23,2
"Neutral",0.46,0.44236606,0.46048555,0.09714841,26110930,"LCI",1599158098157047809,"#Mondial2022 : éliminé, l’#Uruguay sera-t-il sanctionné pour les débordements après le match face au #Ghana ?

📱 Suivez toute l'actu de la Coupe du Monde avec l'appli TF1Info en la téléchargeant ➡ https://t.co/oEcLFyByIF

⚽ #FIFAWorldCup #Qatar2022

https://t.co/meMMjFdZdn https://t.co/IROyATXQpM","2022-12-03 22:46:16",11,2,2,7,0
"Negative",0.879,0.8794154,0.087110855,0.03347376,26110930,"LCI",1599154312470470660,"Le #BurkinaFaso ordonne la suspension immédiate de #RFI https://t.co/CjfV7b5sJY https://t.co/u2LpYdJHPi","2022-12-03 22:31:13",16,4,2,10,0
"Neutral",0.679,0.063880004,0.6790256,0.25709435,26110930,"LCI",1599150380247547904,"France-Pologne #FRAPOL : pour stopper #Mbappé, ""il nous faut un scooter"" 

📱 Suivez toute l'actualité du #Mondial2022 de football avec l'application gratuite TF1Info en la téléchargeant ➡ https://t.co/oEcLFyByIF

⚽ #FIFAWorldCup #Qatar2022

https://t.co/aKIzLA6KTV https://t.co/8CTwFpE2kj","2022-12-03 22:15:36",16,4,1,11,0
"Negative",0.791,0.79102,0.14220975,0.0667702,26110930,"LCI",1599146676278726656,"#MissFrance2023 – ""Je n’ai pas le temps de regarder des séries"" : l’interview décalée d'Océane Le Goff, Miss Nouvelle-Calédonie https://t.co/f0RB7uGNm0 https://t.co/y8OOAGG5DA","2022-12-03 22:00:52",12,2,2,8,0
"Negative",0.911,0.9112881,0.067964375,0.020747593,26110930,"LCI",1599142823869177856,"Coupures électriques : sans courant, notre vie quotidienne serait très compliquée https://t.co/oEOTbMwmHU https://t.co/h7RDHy8UXN","2022-12-03 21:45:34",138,14,69,50,5
"Neutral",0.676,0.05409704,0.67605186,0.2698511,26110930,"LCI",1599139421621784579,"France-Pologne #FRAPOL : Hugo Lloris va devenir l'égal de Lilian Thuram en Bleu 

📱 Suivez toute l'actualité du #Mondial2022 de football avec l'application gratuite TF1Info en la téléchargeant ➡ https://t.co/oEcLFyByIF

⚽ #FIFAWorldCup #Qatar2022

https://t.co/DY6BCd0A9e https://t.co/dOyOqXmNAj","2022-12-03 21:32:03",12,4,1,7,0
"Negative",0.483,0.48291183,0.35012743,0.16696076,26110930,"LCI",1599135333588865026,"Qu'est-ce que l'Appel de Christchurch, qu'#ElonMusk assure vouloir faire respecter sur #Twitter ? https://t.co/ykGikLqrOl https://t.co/u0mFqrGYbk","2022-12-03 21:15:48",14,2,4,7,1
"Negative",0.92,0.9201725,0.049036752,0.030790702,26110930,"LCI",1599131588134146049,"Accusé de sexualiser les enfants, le directeur artistique de #Balenciaga s'excuse après une campagne polémique https://t.co/fNM1DaE4td https://t.co/zOsQRDHhje","2022-12-03 21:00:55",42,6,11,22,3
"Negative",0.372,0.37200847,0.3250066,0.30298495,26110930,"LCI",1599128104911372288,"Emmanuel #Macron envisage de nommer le maire #LR de Charleville-Mézières à la tête de l'#Ademe https://t.co/GQQwrTF64B https://t.co/dUbzDtvIMr","2022-12-03 20:47:05",52,10,15,23,4
"Negative",0.945,0.94499,0.032085776,0.02292423,26110930,"LCI",1599124041490698255,"""L'économie russe sera détruite"" : l'#Ukraine salue le plafonnement des prix du pétrole https://t.co/iLqZx6zITG https://t.co/H97omL010G","2022-12-03 20:30:56",391,33,207,136,15
"Negative",0.92,0.9197882,0.060670115,0.019541655,26110930,"LCI",1599120489531703300,"#Nice : soupçonné de cambriolage, un homme décède après avoir été violemment pris à partie https://t.co/Q1GIcBOAeS https://t.co/LWEgzroXQx","2022-12-03 20:16:49",16,0,4,12,0
"Negative",0.926,0.92556125,0.05216497,0.02227379,26110930,"LCI",1599116501243527168,"""Priez pour le roi"" : vives inquiétudes autour de l'état de santé de #Pelé https://t.co/XFk6Pu3PYt https://t.co/6AjglvkhYy","2022-12-03 20:00:58",65,6,6,50,3
"Positive",0.681,0.06272314,0.25580806,0.68146884,26110930,"LCI",1599112789250949121,"Les #ÉtatsUnis dévoilent un nouveau bombardier capable de voler sans équipage https://t.co/VEd5nY6rGS https://t.co/CduecodbpW","2022-12-03 19:46:13",36,9,7,20,0
"Negative",0.878,0.87756926,0.08669619,0.035734616,26110930,"LCI",1599108995666640906,"#Ukraine : un groupe de voleurs tente de s'emparer d'une œuvre de #Banksy https://t.co/9QlagYkPwW https://t.co/R4cG095HDt","2022-12-03 19:31:09",35,3,10,22,0
"Negative",0.486,0.4860155,0.33703354,0.17695095,26110930,"LCI",1599105233531142151,"VIDÉO - Les ""nomades du Covid"" : ces Chinois qui préfèrent vivre à la rue plutôt qu'être confinés https://t.co/EcouMoXEb1 https://t.co/DpMf8hv1Sm","2022-12-03 19:16:12",19,4,1,14,0
"Positive",0.805,0.026392536,0.16831857,0.80528885,26110930,"LCI",1599097530108809216,"Il fête ses 30 ans d'existence ce week-end : le SMS en 6 chiffres marquants https://t.co/4QfweLJjMJ https://t.co/2xqTuJBqU8","2022-12-03 18:45:35",19,4,3,12,0
"Negative",0.864,0.86374557,0.09738024,0.03887418,26110930,"LCI",1599094151789924352,"Grève des médecins : sont-ils réellement les moins bien payés d'Europe ? https://t.co/pNwGuk14B0 https://t.co/GpsCDGascR","2022-12-03 18:32:10",33,5,13,12,3
"Neutral",0.583,0.040484726,0.5828366,0.37667862,26110930,"LCI",1599086473344679936,"#Mondial2022 : les familles de Bleus attendues à Doha pour France-Pologne 

📱 Suivez toute l'actualité de la coupe du monde de football avec l'application gratuite @TF1Info en la téléchargeant ➡ https://t.co/oEcLFyByIF 

⚽ #FIFAWorldCup #Qatar2022

https://t.co/JmtFO9DO0M https://t.co/6ldODPAv6B","2022-12-03 18:01:39",12,4,0,7,1
"Neutral",0.393,0.3389106,0.39257097,0.26851848,26110930,"LCI",1599082815412441089,"VIDÉO - LCI aux côtés des combattants russes qui ont décidé de rallier l'#Ukraine https://t.co/DuiajDSKqU https://t.co/UYihxdmxPl","2022-12-03 17:47:07",252,35,73,141,3
"Negative",0.494,0.4943441,0.22829483,0.2773611,26110930,"LCI",1599081374258024448,"🗣 @EmmanuelMacron sur le contexte économique : ""L'année 2023 sera marquée par un ralentissement de l'économie mondiale. Plusieurs de nos voisins entrent en récession, pas la France. Il nous faut continuer le travail et nous préparer à une reprise en 2024.""

📺 @mchantrait #La26. https://t.co/FmbPQq2Cx4","2022-12-03 17:41:23",70,14,29,25,2
"Negative",0.695,0.69538766,0.20926644,0.09534594,26110930,"LCI",1599080558050549763,"🗣 @EmmanuelMacron sur les coupures d'électricité : ""Ça dépend de nous [...] Mon message c'est 'responsabilité, mais en aucun cas panique'.""

📺 @mchantrait #La26. https://t.co/8KziPGZ5N5","2022-12-03 17:38:09",278,19,177,57,25
"Positive",0.608,0.1843769,0.20732002,0.60830307,26110930,"LCI",1599080389661933570,"🗣 @EmmanuelMacron sur les coupures d'électricité : ""Le gouvernement prépare un cas extrême parce que, les dernières années nous l'ont montré, parfois l'impensable arrive [...] Si on fait tous un peu attention, nous pourrons passer cette période.""

📺 @mchantrait #La26. https://t.co/ysAjWkNcbC","2022-12-03 17:37:29",143,17,63,46,17
"Negative",0.691,0.6909961,0.14638469,0.16261919,26110930,"LCI",1599079366604079104,"🗣 @mchantrait sur la réforme des retraites : ""Vous irez au bout ?""

🗣 @EmmanuelMacron : ""Il ne faut pas être bravache [...] Mais nous devons faire cette réforme parce que si on ne la fait pas, on laisse le système par répartition en danger.""

📺 #La26. https://t.co/8ob5WkWHZs","2022-12-03 17:33:25",52,8,24,20,0
"Positive",0.555,0.058844946,0.38597125,0.5551838,26110930,"LCI",1599078813882884096,"""Une discussion claire et sincère"" : Emmanuel #Macron rencontre #ElonMusk pour évoquer Twitter https://t.co/ngkNVDagVj https://t.co/Euvy7fjhbp","2022-12-03 17:31:13",62,4,38,20,0
"Positive",0.503,0.13917561,0.3574636,0.5033608,26110930,"LCI",1599077625502261248,"🗣 @EmmanuelMacron sur la #Crimée : ""Ce que nous défendons, ce sont les principes de la Charte des Nations unies, l'intégrité territoriale et la souveraineté nationale [...] C'est au peuple ukrainien de disposer de lui-même.""

📺 @mchantrait #La26. https://t.co/fl7DGFK1Kx","2022-12-03 17:26:30",79,17,14,46,2
"Positive",0.465,0.12445129,0.4107136,0.46483514,26110930,"LCI",1599077058415566848,"🗣 @EmmanuelMacron sur l'#Ukraine : ""Il y a une chose qui dépend des Ukrainiens, c'est la question des frontières. Ce que nous devons préparer, c'est l'architecture de sécurité dans laquelle nous voulons vivre demain.""

📺 @mchantrait #La26. https://t.co/MdnyPH9h3w","2022-12-03 17:24:14",169,28,47,85,9
"Neutral",0.391,0.3207624,0.39145038,0.2877872,26110930,"LCI",1599076673261113344,"🗣 @EmmanuelMacron sur l'#Ukraine : ""Il y a une chose que nous faisons depuis le début du conflit, c'est de veiller à ce qu'il n'y ait pas d'escalade sur le nucléaire civil.""

📺 @mchantrait #La26. https://t.co/HsRjm5N0Zx","2022-12-03 17:22:42",51,16,6,28,1
"Positive",0.632,0.06865158,0.29914272,0.6322057,26110930,"LCI",1599075426219053063,"🗣 Selon @EmmanuelMacron, la France ""doit faire beaucoup plus d'hydrogène, aller plus vite sur la production de batteries, sur l'intelligence artificielle, le quantique, les semi-conducteurs"" pour rester compétitive.

📺 @mchantrait #La26. https://t.co/eNsRXVxMlD","2022-12-03 17:17:45",128,20,60,43,5
"Negative",0.878,0.8778936,0.08843523,0.03367116,26110930,"LCI",1599075119757942784,"Val-d'Oise : un collégien de 13 ans poignardé devant son établissement https://t.co/rccgz3E0fb https://t.co/lx1ZPh1MV0","2022-12-03 17:16:32",13,5,2,6,0
"Positive",0.688,0.08272707,0.22909918,0.6881737,26110930,"LCI",1599074706929467393,"🗣 @EmmanuelMacron sur ses discussions avec #Biden au sujet du plan d'aide américain: ""Je veux protéger pas simplement nos usines aujourd'hui, mais celles de demain [...] Il faut qu'on réinvestisse davantage.""

📺 @mchantrait #La26. https://t.co/jIYwwkfT8K","2022-12-03 17:14:54",51,14,10,24,3
"Positive",0.821,0.038413484,0.14054607,0.82104045,26110930,"LCI",1599073872866844672,"🗣 @EmmanuelMacron sur ses discussions avec #Biden au sujet du plan d'aide américain : ""Ça fait 5 ans que je me bats pour recréer des emplois en France, et on réussit [...] On veut simplement que la compétition soit juste.""

📺 @mchantrait #La26. https://t.co/BVDN4Fcizr","2022-12-03 17:11:35",70,11,26,32,1
"Positive",0.915,0.02203113,0.06255846,0.91541046,26110930,"LCI",1599073253154250753,"🗣 @EmmanuelMacron sur ses discussions avec #Biden au sujet du plan d'aide américain : ""Le niveau de subventions est tellement élevé et surtout rapide que cela crée une vraie différence. J'ai préféré dire les choses de manière très directe.""

📺 @mchantrait #La26. https://t.co/tCd0htyNEr","2022-12-03 17:09:07",80,14,34,27,5
"Positive",0.894,0.026760133,0.0796559,0.89358395,26110930,"LCI",1599072255161634817,"🗣 @EmmanuelMacron sur sa visite d'État aux États-Unis : ""C'est la première visite d'État sous l'administration du président #Biden [...] Ça marque l'intérêt pour la France et à travers nous aussi pour l'Europe.""

📺 @mchantrait #La26. https://t.co/tOe82SCcIb","2022-12-03 17:05:09",52,13,13,25,1
"Negative",0.913,0.9131817,0.070623584,0.016194591,26110930,"LCI",1599071499721351169,"#Moscou refuse d'échanger avec #Washington, prix du pétrole russe plafonné... Le point sur la situation en #Ukraine https://t.co/uDPKcntutM https://t.co/sWQ9LWuhGE","2022-12-03 17:02:09",69,12,20,35,2
"Neutral",0.625,0.052340254,0.6246999,0.3229599,26110930,"LCI",1599070809007472642,"📌 À SUIVRE 📌

👉 Retrouvez en intégralité l'interview exclusive par Marie Chantrait (@mchantrait) du président de la République @EmmanuelMacron, en marge de sa visite d'État aux États-Unis.

📺 Restez avec nous sur #La26. https://t.co/uRbSXXxXi1","2022-12-03 16:59:24",42,8,8,26,0
"Neutral",0.687,0.24020173,0.6868274,0.072970904,26110930,"LCI",1599067696611696640,"Tabac, contraception, Ehpad... Que contient le budget de la Sécu définitivement adopté ? https://t.co/N8fEmOdmVn https://t.co/xyjxoNefPy","2022-12-03 16:47:02",4,0,0,4,0
"Neutral",0.647,0.25195706,0.64740694,0.10063601,26110930,"LCI",1599063573451382784,"Des colis contenant des yeux d'animaux reçus dans plusieurs ambassades ukrainiennes https://t.co/96tgnfF9db https://t.co/Ak74wqjvPv","2022-12-03 16:30:39",26,7,3,15,1
"Neutral",0.509,0.08524757,0.508602,0.40615034,26110930,"LCI",1599056124019445777,"Conserves vs surgelés : qu'est-ce qui préserve le mieux le goût et les vitamines ? https://t.co/VXwlByujZ4 https://t.co/czQ00CAM0t","2022-12-03 16:01:03",8,0,2,6,0
"Negative",0.901,0.9007719,0.084572636,0.014655368,26110930,"LCI",1599052390371565568,"Grève à la #SNCF : les vacances de Noël sont-elles menacées ? https://t.co/2kI4F97fWf https://t.co/VapSEPA7d1","2022-12-03 15:46:13",26,2,14,10,0
"Negative",0.714,0.7136023,0.18436153,0.10203609,26110930,"LCI",1599049748639531008,"Coupures de courant, retraites, #Ukraine… Ce qu'il faut retenir de l'interview d'Emmanuel #Macron sur @TF1Info https://t.co/dMGrBaUgCA https://t.co/rtKveGTjop","2022-12-03 15:35:43",50,5,28,16,1
"Neutral",0.688,0.095296726,0.68756443,0.21713883,26110930,"LCI",1599048595612864513,"VIDÉO - Raclette contre fondue : laquelle est la moins calorique et la moins chère ? https://t.co/rDiCSJ8GN8 https://t.co/5rVysyJstU","2022-12-03 15:31:08",36,1,17,18,0
"Neutral",0.824,0.05366062,0.82394356,0.12239586,26110930,"LCI",1599041305413402626,"Réforme des #retraites : quel est l'âge du départ à la retraite chez nos voisins ? https://t.co/hwhN4jURau https://t.co/LNqht6Zlhn","2022-12-03 15:02:10",1824,156,850,456,362
"Negative",0.575,0.574868,0.32908818,0.09604378,26110930,"LCI",1599038672044785664,"Guerre en #Ukraine : ""Je reparlerai à #Poutine"", affirme Emmanuel #Macron sur @TF1Info https://t.co/eaH1S8SpLr https://t.co/zeOO3ayvXR","2022-12-03 14:51:42",289,18,192,45,34
"Positive",0.621,0.06394074,0.31506294,0.6209963,26110930,"LCI",1599034807425589248,"VIDÉO - Emmanuel #Macron sur les retraites : ""Oui, nous devons faire cette réforme"" https://t.co/6GIpO1J14n https://t.co/UwEcBZPELx","2022-12-03 14:36:21",84,6,46,29,3
"Negative",0.935,0.9353689,0.04714321,0.017487906,26110930,"LCI",1599033403789250566,"Grève des contrôleurs à la #SNCF : le trafic encore fortement perturbé ce samedi https://t.co/g9jR7M7jDJ https://t.co/UDjRM4iWpK","2022-12-03 14:30:46",27,5,12,10,0
"Neutral",0.677,0.037047114,0.67684764,0.28610522,26110930,"LCI",1599032671061131264,"VIDÉO - Retrouvez l'intégralité de l'interview d'Emmanuel #Macron dans #LE13H de @TF1Info https://t.co/NrWHZWeR17 https://t.co/LdFOb5f4E4","2022-12-03 14:27:52",61,4,42,13,2
"Positive",0.539,0.35894457,0.10225072,0.5388047,26110930,"LCI",1599026211258236928,"Visite insolite : à Sète, ce musée va vous rappeler bien des souvenirs... https://t.co/7UTTgTXUG8 https://t.co/qyFekRXPM9","2022-12-03 14:02:11",8,0,1,7,0
"Positive",0.447,0.3514012,0.20133658,0.4472623,26110930,"LCI",1599022607709380610,"""Pas de panique !"" : Emmanuel #Macron rassurant face aux risques de coupures d’électricité https://t.co/md9U4gZSIc https://t.co/ytUZnEFHu2","2022-12-03 13:47:52",146,7,92,33,14
"Neutral",0.561,0.11546147,0.56093127,0.32360727,26110930,"LCI",1599018457256828930,"Hausse des #retraites des #agriculteurs : combien ils devraient toucher en plus en 2026 https://t.co/sgEWzOKeTc https://t.co/5u5VDDgQCD","2022-12-03 13:31:23",19,4,4,11,0
"Negative",0.462,0.4621214,0.43397814,0.10390047,26110930,"LCI",1599011087080476672,"Téléphone, train, écoles, ascenseurs... Ce qu'il faut anticiper en cas de coupure d'électricité https://t.co/Bv6MjRRAxr https://t.co/Egvz1J38QK","2022-12-03 13:02:06",101,5,56,26,14
"Negative",0.346,0.3455299,0.31611338,0.33835664,26110930,"LCI",1599003229047627776,"VIDÉO - Manque de bornes électriques : un coup de pouce pour aider les zones rurales https://t.co/WwXHz9a5mr https://t.co/WSYYeu6dwo","2022-12-03 12:30:52",27,5,9,13,0
"Positive",0.815,0.042183194,0.14241202,0.8154048,26110930,"LCI",1598995705112109057,"👑  Miss France 2023 – ""Je suis fan d'Edith Piaf"" : l'interview décalée d'Agathe Cauet, Miss Nord-Pas-de-Calais https://t.co/r1IBbNstyE #MissFrance @MissFrance https://t.co/GV15ZsgSjv","2022-12-03 12:00:58",11,1,3,7,0
"Positive",0.679,0.067382246,0.253248,0.67936975,26110930,"LCI",1598988099605843968,"Les promoteurs des chèques-cadeaux plaident pour une hausse des plafonds avant Noël https://t.co/i2QoEXjmWq https://t.co/ficvK5K1bL","2022-12-03 11:30:45",7,0,2,5,0
"Negative",0.567,0.5673019,0.34549528,0.08720285,26110930,"LCI",1598980743778242560,"Supermarchés : comment expliquer les nombreuses ruptures de stock en rayon ? https://t.co/BAFmgCHDFI https://t.co/akM1lcQHSO","2022-12-03 11:01:31",61,4,26,27,4
"Neutral",0.628,0.12316815,0.6276076,0.24922433,26110930,"LCI",1598973166654787584,"JO 2024 : après la polémique, la moitié des mascottes seront produites en France https://t.co/Ojk1x3O0ba https://t.co/duJ3x6DWdU","2022-12-03 10:31:25",110,15,38,53,4
"Positive",0.506,0.15063481,0.34378695,0.5055782,26110930,"LCI",1598965831249133568,"En Saône-et-Loire, il est possible de se faire tirer le portrait comme au XIXe siècle https://t.co/gmxku4x0Qs https://t.co/rQd68KlQyw","2022-12-03 10:02:16",30,2,3,24,1
"Neutral",0.731,0.0853559,0.7306811,0.18396302,26110930,"LCI",1598957903091728384,"VIDÉO - Comment fabrique-t-on la fougasse ? https://t.co/5AV2obEgN1 https://t.co/FQgIglsZO2","2022-12-03 09:30:45",17,3,1,13,0
"Negative",0.906,0.9063338,0.055518072,0.038148094,26110930,"LCI",1598950363872333825,"Déserts médicaux : le coup de gueule retentissant d'un maire de Vendée https://t.co/fng72is5JG https://t.co/wMprRFrIoR","2022-12-03 09:00:48",20,6,2,12,0
"Positive",0.842,0.019162742,0.13876772,0.8420695,26110930,"LCI",1598943002109558784,"🎄 Ne cherchez plus : pour vos cadeaux de #Noël, nos artisans ont du talent ! https://t.co/mPARdcCnXR https://t.co/3Cp0obniKZ","2022-12-03 08:31:33",10,0,0,10,0
"Positive",0.832,0.012652448,0.15567517,0.83167243,26110930,"LCI",1598935457366245377,"📌 EXCLUSIF - @EmmanuelMacron invité du 13H de TF1 ce samedi 3 décembre. Une interview exceptionnelle à suivre en intégralité à 17h sur LCI ➡ https://t.co/qllslyLU0u cc @agindre @ACCoudray @mchantrait @DamienFleurot https://t.co/vBEPBYT7Tx","2022-12-03 08:01:34",354,24,232,70,28
"Positive",0.733,0.026896894,0.24047117,0.7326319,26110930,"LCI",1598927709618540545,"En Auvergne, l'hiver est accueilli à bras ouverts (avec un peu d'avance) https://t.co/n2Dx6lCWSH https://t.co/ZbMLHPr24l","2022-12-03 07:30:47",53,6,9,38,0
"Positive",0.839,0.015071755,0.14624661,0.83868164,26110930,"LCI",1598920135112269825,"VIDÉO - Vélos anciens : l'étonnante collection d'un passionné de bicyclettes du XIXᵉ siècle https://t.co/LZlDDofoBC https://t.co/Vpp8kQPIPu","2022-12-03 07:00:41",15,2,0,13,0
"Negative",0.446,0.44646397,0.24497925,0.30855677,26110930,"LCI",1598912802508390401,"Pays de Savoie : la laine Thônes et Marthod reprend du poil de la bête https://t.co/xJCQuRFhAH https://t.co/5bhYXR40LA","2022-12-03 06:31:33",17,1,0,16,0
"Negative",0.893,0.8927746,0.070435606,0.03678983,26110930,"LCI",1598905028584083456,"Mon enfant fait ""pipi au lit"" : qu'est-ce que l'énurésie, et faut-il s'en inquiéter ? https://t.co/1H63PvB8Gc https://t.co/DEkA3JaWdz","2022-12-03 06:00:39",17,4,2,11,0
"Positive",0.679,0.06562981,0.2550375,0.6793327,26110930,"LCI",1598897736169947136,"Personnes âgées : mieux équiper sa maison pour mieux vieillir chez soi https://t.co/GxZUvq0Y5R https://t.co/mu0CMdeb9J","2022-12-03 05:31:41",13,4,2,7,0
"Negative",0.845,0.84453046,0.12050184,0.034967646,26110930,"LCI",1598813918645952512,"Arbitrage dans le #football : la technologie bouscule les règles https://t.co/DGlNWni4c7 https://t.co/4cLpsFQQkl","2022-12-02 23:58:37",10,0,2,8,0
"Negative",0.938,0.93787384,0.04677702,0.015349132,26110930,"LCI",1598810961372225536,"Sommeil : ce geste que vous faites peut-être au réveil est une mauvaise idée... https://t.co/XF8yYn5rrC https://t.co/q4uIlmehkK","2022-12-02 23:46:52",12,1,1,9,1
"Neutral",0.726,0.12232865,0.72643995,0.15123145,26110930,"LCI",1598807127845478406,"Réforme des retraites : qu'est-ce que la ""clause du grand-père"" ? https://t.co/N1iuHF36Vl https://t.co/5lClZooc2b","2022-12-02 23:31:38",14,1,4,7,2
"Neutral",0.725,0.04975582,0.725318,0.22492616,26110930,"LCI",1598803455828795410,"Réforme des #retraites : les détails du projet du gouvernement https://t.co/urV1A12Wgy https://t.co/43JRJAAmYB","2022-12-02 23:17:02",17,3,5,7,2
"Negative",0.518,0.517638,0.2853073,0.19705465,26110930,"LCI",1598798791355899905,"Bébés congelés dans le Vaucluse : ""Une famille qui n'avait jamais fait parler d'elle"", d'après le maire de Bédoin https://t.co/zfTMyy3IaM https://t.co/kB5PMTRVNU","2022-12-02 22:58:30",8,2,2,3,1
"Neutral",0.608,0.22643015,0.6077538,0.16581601,26110930,"LCI",1598795754667114500,"Réforme des retraites : le gouvernement pourrait-il recourir au 49.3 ? https://t.co/1VS5Wz3ar8 https://t.co/bnFp4losRH","2022-12-02 22:46:26",80,6,50,24,0
"Negative",0.518,0.51822025,0.1831345,0.29864526,26110930,"LCI",1598791979323858959,"Aux États-Unis, Emmanuel Macron et Joe Biden dinent en toute amitié, loin des sujets qui fâchent https://t.co/gYUYiYPCik https://t.co/UhSjHf07Ny","2022-12-02 22:31:26",61,4,22,34,1
"Negative",0.901,0.9011636,0.07052038,0.028316043,26110930,"LCI",1598788034216005640,"""On est dépité"" : avec la grève SNCF, les longues heures de galère pour rejoindre sa destination https://t.co/9axGj7JRwN https://t.co/l3AjerETAZ","2022-12-02 22:15:46",27,9,4,12,2
"Negative",0.877,0.87711483,0.10270506,0.02018009,26110930,"LCI",1598785891715190789,"But controversé lors de Japon-Espagne : le ballon ""pas entièrement sorti"", montre la Fifa dans une vidéo https://t.co/IsCZRA0qz0 https://t.co/KHMIV7s6AM","2022-12-02 22:07:15",22,0,8,14,0
"Positive",0.823,0.027866062,0.14880663,0.8233273,26110930,"LCI",1598783394426589202,"Coupe du monde 2022 : les Bleus rendent hommage à leur premier club amateur https://t.co/jOw4IAvp6j https://t.co/ZBN0FJYTqG","2022-12-02 21:57:19",11,2,1,8,0
"Positive",0.492,0.20784052,0.29985616,0.49230337,26110930,"LCI",1598780512545476618,"Ce philocorbolien du Tarn-et-Garonne collectionne... les corbillards https://t.co/LHv5C3aDdg https://t.co/Kay72M2dij","2022-12-02 21:45:52",12,1,1,9,1
"Positive",0.496,0.06999747,0.43395743,0.4960451,26110930,"LCI",1598778785956040738,"Jonathan, la doyenne des tortues, fête ses 190 ans https://t.co/fEdgKmXjpY https://t.co/23ZKuZKYed","2022-12-02 21:39:01",86,10,7,69,0
"Neutral",0.571,0.064756125,0.5705301,0.36471373,26110930,"LCI",1598776839589269505,"Coupe du monde : le dernier Mondial pour Antoine #Griezmann ? ""On verra bien"" https://t.co/fLfAx6hZP3 https://t.co/bGY9aRyAbH","2022-12-02 21:31:17",18,2,1,13,2
"Neutral",0.635,0.092361555,0.63451433,0.27312407,26110930,"LCI",1598773030653726724,"Le jour où... on a envoyé un SMS pour la première fois de l’histoire https://t.co/Fr7G3zlQjG https://t.co/86XmfE9fuT","2022-12-02 21:16:08",11,4,0,6,1
"Negative",0.461,0.46095183,0.3229232,0.21612489,26110930,"LCI",1598769265041149967,"""Le regret, ce n’est pas du viol !"" : la défense du producteur Harvey Weinstein joue son va-tout https://t.co/SJuspQJQon https://t.co/Q0eiwyVSt0","2022-12-02 21:01:11",8,0,2,6,0
"Positive",0.397,0.34085628,0.26225,0.39689368,26110930,"LCI",1598767248751067136,"🔴🗣️ ""Le peuple iranien en appelle aux Présidents Macron et Biden de s'unir et d'isoler la République islamique"" Masih Alinejad dans #Le20HdeDariusRochebin https://t.co/BKo1sRzFsb","2022-12-02 20:53:10",762,188,54,514,6
"Negative",0.82,0.8196394,0.115344115,0.06501654,26110930,"LCI",1598765502381293591,"Des échauffourées devant le siège de la RATP alors que Jean Castex recevait les syndicats https://t.co/SriRmlL5h1 https://t.co/cr6DOZG75W","2022-12-02 20:46:14",43,3,20,19,1
"Negative",0.88,0.8797347,0.09844249,0.021822868,26110930,"LCI",1598763559663566862,"Électricité : 115.000 usagers affectés par une coupure de courant (non programmée) dans l'Aube https://t.co/BGvbozvJcx https://t.co/TxEwmkZ2jK","2022-12-02 20:38:30",17,4,5,7,1
"Negative",0.81,0.80988586,0.1407793,0.049334846,26110930,"LCI",1598761965274398749,"Coupures d'électricité : comment les commerces de produits frais se préparent aux délestages https://t.co/w0g4oyPmde https://t.co/OJ00Ee0xEg","2022-12-02 20:32:10",54,13,21,17,3
"Neutral",0.748,0.0952735,0.7477368,0.15698971,26110930,"LCI",1598758066446532609,"#Grève #SNCF : comment les voyageurs se sont organisés https://t.co/fLHyNK0TwU https://t.co/REcO54B2ek","2022-12-02 20:16:41",10,0,1,8,1
"Negative",0.87,0.87039757,0.10041027,0.029192204,26110930,"LCI",1598756185133432834,"Bébés retrouvés dans un congélateur : ce que l'on sait de ce drame survenu dans le Vaucluse https://t.co/MgcrgMVcrv https://t.co/FaywHb4GQO","2022-12-02 20:09:12",12,0,6,6,0
"Neutral",0.439,0.39886788,0.4392821,0.16184999,26110930,"LCI",1598754296002117644,"Le Grand-Bornand a-t-il utilisé 24.000 m³ de neige ""100% artificielle"" pour accueillir la coupe du monde de biathlon ? https://t.co/9UMnvLD5su https://t.co/aD8BZU12Tl","2022-12-02 20:01:42",26,5,7,13,1
"Neutral",0.638,0.033996735,0.6376015,0.32840177,26110930,"LCI",1598750292362788871,"La circulation du #Covid19 en ""nette accélération"" en France https://t.co/i9x1jzkVg6 https://t.co/q9kdPNuWXI","2022-12-02 19:45:47",68,8,44,14,2
